JURMs,,InkPanel; Ink,Display,YES,NO,updateInkToScreen
JURMs,,InkPanel; Ink,Display,YES,NO,updateInkToScreen
Team42,BodyRegion.java (6 matches),InkStroke,Locate,NO,YES,getReminderTimes
Team42,,InkSample,Offset,NO,YES,getReminderLine
Team42,HoursRegion.java (6 matches),Ink; InkStroke,Locate,NO,YES,getHourBlocks
Team42,TimeRegion.java (15 matches),InkStroke; Ink,DecorateColor; Display,NO,YES,drawImage
Team42,ToDoRegion.java (10 matches),InkStroke,GestureRecognitionSize,NO,YES,getToDosDone
Team42,,Ink; InkStroke,Locate,NO,YES,getToDos
GGiD,P2JPanel.java (7 matches),Ink; InkStroke,DecorateColor; DecorateWidth,NO,YES,paintComponent
GGiD,,Ink; InkStroke,Display; Scale,NO,YES,paintComponent
GGiD,,Ink; InkStroke,OverlayOnImage; ExportImage,NO,YES,paintComponent
GGiD,P2JUI.java (50 matches),Ink,ExportXML,YES,NO,clicked
GGiD,,Ink,RecognizeHandwriting,YES,NO,clicked
GGiD,,Ink,RecognizeHandwriting,YES,NO,clicked
GGiD,,Ink,DecorateColor; Display,YES,NO,updateInkToScreen
ThePenIsMightier,BatchParser.java (8 matches),InkStroke,ImportXML,NO,YES,parseBatchXML
ThePenIsMightier,,InkStroke,ExportImage,NO,YES,makeImageFromStrokes
ThePenIsMightier,,InkStroke,DecorateWidth,NO,YES,makeImageFromStrokes
ThePenIsMightier,,InkStroke,Display,NO,YES,makeImageFromStrokes
GeoPhoto,,InkStroke,Locate,NO,YES,CheckStroke
GeoPhoto,,InkStroke,Locate,NO,YES,CheckStroke
GeoPhoto,,InkStroke,Locate,NO,YES,CheckStroke
GeoPhoto,,InkStroke,Locate,NO,YES,CheckStroke
GeoPhoto,,InkStroke,Locate,NO,YES,CheckStroke
GeoPhoto,,InkStroke,Locate,NO,YES,CheckStroke
GeoPhoto,,InkStroke,Locate,NO,YES,CheckStroke
